,Rndrng_NPI,Tot_Benes,Tot_Mdcr_Stdzd_Amt,Benef_Labels,Payment_Labels,Label3,Rndrng_Prvdr_Type
89539,1003159062,452,44594.5,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
89543,1013272954,393,36145.149999999994,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89548,1003255365,450,50063.850000000006,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
89558,1003011339,310,44202.69000000001,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
89571,1013271147,385,56504.60999999999,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
89575,1013237627,422,51944.36,BeneficiarySegment5,PaymentSegment4,3,Neurology
89583,1003845736,244,39483.44,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
89586,1003060211,127,56430.020000000004,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89594,1013930312,369,60281.0,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
89609,1003844622,327,35898.15,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
89614,1003873670,399,95351.73999999999,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
89625,1013930197,359,39852.19,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89629,1013931203,382,47708.469999999994,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
89638,1023008471,307,59328.740000000005,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
89645,1013242502,439,35384.880000000005,BeneficiarySegment5,PaymentSegment4,3,Nurse Practitioner
89652,1013929132,420,35036.670000000006,BeneficiarySegment5,PaymentSegment4,3,Neurology
89658,1003870619,278,64085.090000000004,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
89669,1013270032,455,36702.42,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89673,1023048782,444,49403.31,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89680,1013926906,460,34265.23,BeneficiarySegment5,PaymentSegment4,0,Internal Medicine
89687,1003254483,265,34539.8,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
89693,1003870486,196,88232.03,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89699,1023048584,418,42714.87,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
89712,1003871658,325,37106.82000000001,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89716,1003842899,302,37527.59999999999,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
89726,1003011834,384,40258.25,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89730,1003070194,448,65007.59,BeneficiarySegment5,PaymentSegment4,3,Obstetrics & Gynecology
89738,1003158247,451,42293.119999999995,BeneficiarySegment5,PaymentSegment4,3,Infectious Disease
89745,1023002151,444,42107.53,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89759,1003070368,385,36462.67,BeneficiarySegment5,PaymentSegment4,3,Nephrology
89771,1003038647,327,34406.17,BeneficiarySegment5,PaymentSegment4,3,Certified Registered Nurse Anesthetist (CRNA)
89775,1013919653,397,36550.17,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89787,1003853730,396,47074.02,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
89801,1003042672,308,39308.86,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
89815,1013919380,448,43727.08000000001,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
89821,1013919299,399,48460.34,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89826,1003171158,461,41477.66,BeneficiarySegment5,PaymentSegment4,3,Neurology
89831,1013295682,430,39106.29,BeneficiarySegment5,PaymentSegment4,3,Psychiatry
89838,1003856915,339,36697.64,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
89845,1003170952,428,38818.89,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
89854,1003853938,105,44127.299999999996,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
89860,1023019676,119,42827.28999999999,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89866,1023013265,414,67782.48,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
89870,1013920008,409,36967.14,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
89877,1003855214,332,64068.98000000001,BeneficiarySegment5,PaymentSegment4,3,Surgical Oncology
89888,1013924943,431,48182.49,BeneficiarySegment5,PaymentSegment4,3,Colorectal Surgery (Proctology)
89899,1003854597,464,37124.4,BeneficiarySegment5,PaymentSegment4,3,Nephrology
89912,1013925585,172,55644.659999999996,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
89919,1013926393,398,35637.59,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89924,1013279082,412,59534.14,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
89938,1013920248,337,50858.56,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
89949,1003042409,247,40928.770000000004,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89959,1003247446,405,53664.44000000001,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
89966,1003250051,383,47331.36,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89970,1013370022,417,36619.28,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89974,1003041005,426,52406.72,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
89977,1003849795,216,35144.34,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
89980,1013185842,298,47543.96,BeneficiarySegment5,PaymentSegment4,3,General Surgery
89988,1003866351,449,34566.579999999994,BeneficiarySegment5,PaymentSegment4,3,Ophthalmology
89991,1023027422,456,38120.19,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
89996,1013187756,320,43565.42,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
90006,1013365295,368,36128.899999999994,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90011,1003867862,343,38483.84,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90018,1003857103,255,38183.26,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
90026,1013192061,119,47028.93000000001,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
90031,1013236975,424,37017.369999999995,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90034,1013921964,322,77044.07999999999,BeneficiarySegment5,PaymentSegment4,3,Ambulatory Surgical Center
90043,1003867839,406,40483.07,BeneficiarySegment5,PaymentSegment4,3,Pulmonary Disease
90057,1013921691,333,50993.32,BeneficiarySegment5,PaymentSegment4,3,Ophthalmology
90065,1003041336,356,39153.509999999995,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
90073,1003249301,399,51375.44,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90077,1003867466,407,39291.68,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90081,1003867318,416,47475.689999999995,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90093,1013921154,393,35549.009999999995,BeneficiarySegment5,PaymentSegment4,3,Nephrology
90106,1013193507,334,41699.880000000005,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90119,1013275114,372,34865.15,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
90125,1003164179,415,42874.48,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
90132,1023022456,444,50746.11,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90136,1013913102,408,38879.899999999994,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90142,1013317460,361,91928.34000000001,BeneficiarySegment5,PaymentSegment4,3,Dermatology
90155,1003852419,432,83446.58,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
90167,1013917954,337,39719.380000000005,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90171,1003851973,461,82411.04000000001,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
90174,1013917715,281,38987.62,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
90181,1003861279,439,48755.26,BeneficiarySegment5,PaymentSegment4,3,Neurology
90192,1013918531,290,44593.03,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90199,1003174707,294,50807.77,BeneficiarySegment5,PaymentSegment4,3,Critical Care (Intensivists)
90201,1003068347,426,42828.75000000001,BeneficiarySegment5,PaymentSegment4,3,Radiation Oncology
90215,1003852070,371,45363.299999999996,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90219,1003852658,333,38357.78,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90222,1023000379,261,34951.73,BeneficiarySegment5,PaymentSegment4,3,Colorectal Surgery (Proctology)
90232,1003840422,445,42644.49,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90238,1013302553,463,38059.509999999995,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90247,1003880485,299,37607.84,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90257,1003840612,432,38034.96,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90262,1013916261,338,49664.409999999996,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90265,1013297860,358,41114.52,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90271,1003070483,134,50260.490000000005,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
90276,1003853169,99,40734.42,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
90278,1003068073,349,39700.170000000006,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
90283,1013915370,221,41732.97,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90290,1013311109,434,36514.939999999995,BeneficiarySegment5,PaymentSegment4,3,Nurse Practitioner
90298,1003252123,325,35826.74,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
90311,1013923234,451,38334.060000000005,BeneficiarySegment5,PaymentSegment4,3,Nephrology
90318,1023022902,409,38588.380000000005,BeneficiarySegment5,PaymentSegment4,3,Family Practice
90322,1003041971,356,38643.29,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90328,1003858242,353,46791.58,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90332,1003860735,320,54228.829999999994,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
90347,1003852211,451,47101.549999999996,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90352,1003860644,449,39803.479999999996,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90363,1013922970,385,36849.05,BeneficiarySegment5,PaymentSegment4,3,Pulmonary Disease
90372,1023003761,161,81782.38999999998,BeneficiarySegment5,PaymentSegment4,3,General Surgery
90378,1003860545,407,34439.65,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
90396,1013924547,326,36810.68,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90399,1003165960,444,42306.759999999995,BeneficiarySegment5,PaymentSegment4,3,Certified Registered Nurse Anesthetist (CRNA)
90405,1003251562,380,36239.93,BeneficiarySegment5,PaymentSegment4,3,Physician Assistant
90409,1013915008,221,76266.03,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
90418,1003858283,425,76431.26,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
90432,1003251356,438,47091.65999999999,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
90446,1013279918,364,38812.439999999995,BeneficiarySegment5,PaymentSegment4,3,Family Practice
90452,1023004041,427,48605.19,BeneficiarySegment5,PaymentSegment4,3,Anesthesiology
90462,1013914852,206,35171.81,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
90465,1023004082,400,41785.97,BeneficiarySegment5,PaymentSegment4,3,Orthopedic Surgery
90473,1023002060,339,45426.799999999996,BeneficiarySegment5,PaymentSegment4,3,Cardiac Surgery
90484,1003010703,843,59512.340000000004,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
90497,1003295403,630,59678.33,BeneficiarySegment4,PaymentSegment4,3,Independent Diagnostic Testing Facility (IDTF)
90515,1013946870,414,39273.6,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90520,1003823220,871,74721.32,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90530,1003269721,1004,43070.76,BeneficiarySegment4,PaymentSegment4,3,Optometry
90540,1003822677,935,35580.14,BeneficiarySegment4,PaymentSegment4,3,Centralized Flu
90548,1003074501,371,46120.810000000005,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
90555,1003805482,508,37977.749999999985,BeneficiarySegment4,PaymentSegment4,3,Podiatry
90569,1003216953,933,76713.55,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90581,1003822198,597,36757.880000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90590,1003322991,774,36305.159999999996,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
90594,1003272261,952,52802.12000000001,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
90606,1003053158,549,91045.05,BeneficiarySegment4,PaymentSegment4,3,Ambulance Service Provider
90609,1003056995,510,56876.93,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
90613,1003102617,899,94937.31000000003,BeneficiarySegment4,PaymentSegment4,3,Radiation Oncology
90630,1003102534,556,59153.10999999999,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
90635,1003058157,789,62980.83,BeneficiarySegment4,PaymentSegment4,3,Neurology
90652,1003101932,1057,95195.46,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
90659,1003054966,583,35486.560000000005,BeneficiarySegment4,PaymentSegment4,3,Pain Management
90673,1003102302,557,52436.33,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90683,1003179946,985,52223.18,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
90700,1003057779,550,47850.48999999999,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
90706,1003272840,799,51803.560000000005,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
90713,1003975244,443,36953.03,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90721,1003056524,583,54031.58,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90732,1003101411,545,44176.44,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
90737,1003179151,911,91668.5,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
90742,1003179276,561,53918.32000000001,BeneficiarySegment4,PaymentSegment4,3,Neurology
90751,1003054214,524,44205.67,BeneficiarySegment4,PaymentSegment4,3,General Surgery
90761,1003217977,661,66944.02,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90765,1003054289,593,44796.64,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90777,1003054305,756,37745.67,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
90780,1003804964,642,65618.36,BeneficiarySegment4,PaymentSegment4,3,General Surgery
90797,1003805011,1016,95931.37000000001,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
90808,1003823170,811,85594.06,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
90824,1003104084,502,36104.5,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
90832,1003179243,581,56356.11000000001,BeneficiarySegment4,PaymentSegment4,3,Radiation Oncology
90845,1003052150,722,66706.87,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90855,1013974724,401,34828.24,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90861,1003806167,691,55420.670000000006,BeneficiarySegment4,PaymentSegment4,3,Optometry
90865,1003051715,1165,46041.33,BeneficiarySegment4,PaymentSegment4,3,Pulmonary Disease
90881,1003051731,872,68996.41,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
90904,1003051871,633,52254.42,BeneficiarySegment4,PaymentSegment4,3,Hematology-Oncology
90908,1003806159,922,54154.17999999999,BeneficiarySegment4,PaymentSegment4,3,Family Practice
90923,1003052135,588,67546.48,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
90928,1003804428,930,43569.950000000004,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
90941,1003809898,373,39124.14,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
90948,1003178690,880,63999.07000000001,BeneficiarySegment4,PaymentSegment4,3,Podiatry
90964,1003806084,1162,65414.84999999999,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90982,1003821760,759,56144.39,BeneficiarySegment4,PaymentSegment4,3,Optometry
90990,1013993351,443,40637.19,BeneficiarySegment5,PaymentSegment4,3,Emergency Medicine
90994,1003825126,471,72233.79000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
90998,1003806266,796,57468.37,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91010,1003078023,399,38502.490000000005,BeneficiarySegment5,PaymentSegment4,3,Hospitalist
91018,1003803412,1112,90716.0,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91024,1003803404,1141,93165.55999999998,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
91049,1003823683,491,57629.62000000001,BeneficiarySegment4,PaymentSegment4,3,Gastroenterology
91061,1003047564,943,82287.72,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
91067,1003825944,500,42099.259999999995,BeneficiarySegment4,PaymentSegment4,3,Infectious Disease
91075,1003047515,580,48295.18,BeneficiarySegment4,PaymentSegment4,3,Obstetrics & Gynecology
91089,1003177056,1002,62551.76,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91105,1003105966,1013,68343.01000000001,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91112,1003062035,470,38138.25,BeneficiarySegment4,PaymentSegment4,3,Hospice and Palliative Care
91120,1003327784,607,36672.55,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
91126,1003220534,1051,78823.43,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91131,1003100280,742,77317.38,BeneficiarySegment4,PaymentSegment4,3,Interventional Cardiology
91152,1013992593,376,64682.21000000001,BeneficiarySegment5,PaymentSegment4,3,Neurology
91162,1003275611,543,39671.340000000004,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
91169,1003825548,631,38459.89,BeneficiarySegment4,PaymentSegment4,3,Psychiatry
91178,1003803263,868,68183.53000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91191,1003803305,572,58227.880000000005,BeneficiarySegment4,PaymentSegment4,3,Neurology
91204,1003825712,565,47597.97,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91208,1003103193,685,73681.7,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91213,1003100652,687,37263.67,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
91218,1003376856,445,83175.47,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
91221,1003058660,492,37134.93,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
91229,1003836321,169,71544.51999999999,BeneficiarySegment5,PaymentSegment4,3,Oral Surgery (Dentist only)
91235,1003055252,540,40665.89,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91246,1003805235,804,36366.630000000005,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
91251,1003055302,968,85733.89,BeneficiarySegment4,PaymentSegment4,3,Hematology-Oncology
91261,1003805292,895,43220.69,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91282,1003055971,610,44104.799999999996,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
91292,1003805946,481,44049.18000000001,BeneficiarySegment4,PaymentSegment4,3,Pain Management
91307,1003102831,858,77012.72,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91315,1003803487,840,65490.70000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91322,1003181306,750,77632.86,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
91336,1003181132,1089,38514.25,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
91341,1003178443,713,58701.22,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91351,1003105511,1004,94764.72,BeneficiarySegment4,PaymentSegment4,3,Hospitalist
91362,1013993567,422,43821.12,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
91371,1003176207,1053,72969.81000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91382,1003078031,400,35095.12,BeneficiarySegment5,PaymentSegment4,3,Neurology
91388,1003105065,504,35849.04,BeneficiarySegment4,PaymentSegment4,3,Pain Management
91401,1003806332,1090,72575.81,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91418,1003806308,642,43841.069999999985,BeneficiarySegment4,PaymentSegment4,3,Anesthesiology
91441,1003805375,998,79477.48999999999,BeneficiarySegment4,PaymentSegment4,3,Hematology-Oncology
91470,1003103235,848,73546.87,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91475,1003804923,833,49927.869999999995,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91494,1003059114,493,54176.65,BeneficiarySegment4,PaymentSegment4,3,Neurosurgery
91508,1003108747,1193,38826.32000000001,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
91527,1003221995,681,43606.340000000004,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91541,1003222043,487,34976.17999999999,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91552,1013998582,452,42779.560000000005,BeneficiarySegment5,PaymentSegment4,3,Gastroenterology
91568,1003801408,701,46977.09,BeneficiarySegment4,PaymentSegment4,3,Podiatry
91579,1003042078,948,39508.869999999995,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
91591,1003064833,547,36140.56,BeneficiarySegment4,PaymentSegment4,3,Neurology
91603,1003172560,830,55642.049999999996,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
91622,1003801275,715,41746.91,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91637,1003806902,979,66051.69,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91656,1003186644,495,44313.380000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91662,1003172685,665,44374.70999999999,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
91671,1003831702,1054,43066.340000000004,BeneficiarySegment4,PaymentSegment4,3,Mass Immunizer Roster Biller
91678,1003064726,924,40314.689999999995,BeneficiarySegment4,PaymentSegment4,3,Podiatry
91692,1003332834,566,35691.64,BeneficiarySegment4,PaymentSegment4,3,Nurse Practitioner
91702,1003109604,1205,75717.88,BeneficiarySegment4,PaymentSegment4,3,Podiatry
91716,1003263559,703,40767.09,BeneficiarySegment4,PaymentSegment4,3,Optometry
91726,1003831538,892,59660.79,BeneficiarySegment4,PaymentSegment4,3,Podiatry
91742,1003042490,478,45236.71000000001,BeneficiarySegment4,PaymentSegment4,3,Nephrology
91752,1003073883,368,90738.37,BeneficiarySegment5,PaymentSegment4,3,Urology
91764,1003186115,656,57964.630000000005,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
91770,1003819863,1065,68955.07,BeneficiarySegment4,PaymentSegment4,3,Ophthalmology
91783,1003076233,431,38098.14,BeneficiarySegment5,PaymentSegment4,3,Internal Medicine
91790,1003109208,1007,92687.35,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
91803,1003046004,519,43304.44,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91808,1003044017,465,39550.810000000005,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91817,1003173980,709,68676.70999999999,BeneficiarySegment4,PaymentSegment4,3,Geriatric Medicine
91824,1003106014,690,37854.450000000004,BeneficiarySegment4,PaymentSegment4,3,Dermatology
91837,1003801606,973,59138.63,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
91854,1003109448,653,39069.73000000001,BeneficiarySegment4,PaymentSegment4,3,Family Practice
91869,1003819947,768,64120.43000000001,BeneficiarySegment4,PaymentSegment4,3,Diagnostic Radiology
91876,1003831165,1166,86026.81999999998,BeneficiarySegment4,PaymentSegment4,3,Optometry
91888,1013997030,298,36175.509999999995,BeneficiarySegment5,PaymentSegment4,3,Pulmonary Disease
91895,1003109075,741,41631.79,BeneficiarySegment4,PaymentSegment4,3,Rheumatology
91912,1013997089,359,60310.01000000001,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
91915,1003812264,294,39109.65,BeneficiarySegment5,PaymentSegment4,3,Neurosurgery
91920,1003076522,429,58946.29999999999,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
91938,1003963679,463,36343.16,BeneficiarySegment5,PaymentSegment4,3,Neurology
91943,1003830894,671,64663.670000000006,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
91948,1003806977,800,55505.659999999996,BeneficiarySegment4,PaymentSegment4,3,Geriatric Medicine
91956,1003221938,984,93716.37000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91966,1003221839,828,73746.70999999999,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
91973,1013056050,445,56254.17,BeneficiarySegment5,PaymentSegment4,3,Colorectal Surgery (Proctology)
91985,1003098807,892,49409.44,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
92003,1003064270,553,50656.21000000001,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92011,1003073776,316,37575.840000000004,BeneficiarySegment5,PaymentSegment4,3,Critical Care (Intensivists)
92021,1003973330,378,35755.08,BeneficiarySegment5,PaymentSegment4,3,Ophthalmology
92032,1003801499,774,45180.43,BeneficiarySegment4,PaymentSegment4,3,Urology
92045,1003043027,647,37018.340000000004,BeneficiarySegment4,PaymentSegment4,3,Family Practice
92055,1003043043,1173,88364.03,BeneficiarySegment4,PaymentSegment4,3,Pulmonary Disease
92070,1003108085,1080,41073.0,BeneficiarySegment4,PaymentSegment4,3,Diagnostic Radiology
92088,1003043167,1153,38408.049999999996,BeneficiarySegment4,PaymentSegment4,3,Pathology
92102,1003331786,1051,40315.08,BeneficiarySegment4,PaymentSegment4,3,Independent Diagnostic Testing Facility (IDTF)
92131,1003173436,527,35918.07,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
92143,1003043340,1041,50034.48999999999,BeneficiarySegment4,PaymentSegment4,3,Dermatology
92153,1003043399,1145,75321.81,BeneficiarySegment4,PaymentSegment4,3,Otolaryngology
92169,1003802026,889,50176.5,BeneficiarySegment4,PaymentSegment4,3,Sports Medicine
92178,1003278433,481,48046.280000000006,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92182,1003173527,848,95574.26,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92191,1003830191,1033,65984.1,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92204,1003043548,606,63759.42,BeneficiarySegment4,PaymentSegment4,3,Radiation Oncology
92222,1003100223,602,64950.240000000005,BeneficiarySegment4,PaymentSegment4,3,Cardiology
92239,1003041831,627,81022.11,BeneficiarySegment4,PaymentSegment4,3,Emergency Medicine
92245,1003053976,1154,75706.44,BeneficiarySegment4,PaymentSegment4,3,Physical Medicine and Rehabilitation
92249,1003103516,680,42004.14000000001,BeneficiarySegment4,PaymentSegment4,3,Endocrinology
92259,1013995760,258,83567.70999999999,BeneficiarySegment5,PaymentSegment4,3,Thoracic Surgery
92269,1003059197,944,78760.3,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92289,1013997584,229,39762.990000000005,BeneficiarySegment5,PaymentSegment4,3,Ambulance Service Provider
92292,1003043506,1114,70633.61,BeneficiarySegment4,PaymentSegment4,3,Orthopedic Surgery
92317,1003173089,696,38679.829999999994,BeneficiarySegment4,PaymentSegment4,3,Pathology
92319,1003801895,1101,53599.020000000004,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
92337,1003264300,1062,51401.68000000001,BeneficiarySegment4,PaymentSegment4,3,Physician Assistant
92351,1003807033,669,34594.76,BeneficiarySegment4,PaymentSegment4,3,Internal Medicine
